epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,61359.3,0.50594,0.53671,0.26451,0.91323,0.90318,0.93325,0.57618,0.41467,0.4427,0.29711,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375
133,61820,0.52161,0.55207,0.26912,0.91224,0.9023,0.93402,0.57682,0.41421,0.44278,0.29599,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
134,62281.3,0.53027,0.54501,0.27601,0.91283,0.90293,0.93427,0.57667,0.41402,0.44326,0.29561,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748
135,62741.6,0.52502,0.53332,0.27083,0.91281,0.90265,0.93404,0.57715,0.41319,0.44296,0.29483,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
136,63202.5,0.50288,0.52732,0.26286,0.91571,0.90176,0.93493,0.57815,0.41251,0.44216,0.2942,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
137,63663.6,0.52775,0.54484,0.27153,0.91432,0.90238,0.93436,0.57754,0.41232,0.44223,0.29403,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
138,64124.1,0.54705,0.54367,0.276,0.91581,0.90032,0.93516,0.57777,0.41242,0.44192,0.29382,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234
139,64585,0.51303,0.52024,0.26573,0.91584,0.8996,0.93502,0.57735,0.41116,0.44241,0.29268,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
140,65046.3,0.51806,0.51292,0.26897,0.91442,0.89955,0.9352,0.5776,0.41179,0.44159,0.29322,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372
141,65507.6,0.51528,0.51942,0.26241,0.91634,0.9001,0.93568,0.57814,0.41137,0.44163,0.29267,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
142,65974.2,0.50067,0.5213,0.26392,0.91766,0.90038,0.93594,0.57869,0.41035,0.44153,0.29202,0.00623376,0.00207792,0.00623376,0.00207792,0.00623376,0.00207792,0.00623376,0.00207792
143,66435.8,0.49176,0.52014,0.25875,0.91726,0.90051,0.93547,0.57968,0.41018,0.44075,0.29296,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
144,66898.9,0.48257,0.53418,0.26125,0.91618,0.89925,0.93492,0.58059,0.40969,0.4408,0.29241,0.00586515,0.00195505,0.00586515,0.00195505,0.00586515,0.00195505,0.00586515,0.00195505
145,67360.6,0.45822,0.51329,0.24576,0.91531,0.89903,0.93507,0.58049,0.40953,0.44012,0.29264,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
146,67822.6,0.4601,0.51081,0.25496,0.91619,0.89899,0.9351,0.58117,0.40943,0.43983,0.29207,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
147,68284.7,0.46882,0.51058,0.2508,0.9162,0.89869,0.93506,0.58121,0.4091,0.43944,0.29222,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
148,68746.8,0.49613,0.51212,0.26034,0.91708,0.89887,0.93509,0.58119,0.40902,0.43946,0.29212,0.00515576,0.00171859,0.00515576,0.00171859,0.00515576,0.00171859,0.00515576,0.00171859
149,69208.9,0.4681,0.50667,0.2495,0.91553,0.8988,0.93465,0.58105,0.40893,0.43956,0.2919,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
150,69671,0.4703,0.51624,0.2573,0.91561,0.8999,0.93513,0.58128,0.40925,0.43914,0.29191,0.00481569,0.00160523,0.00481569,0.00160523,0.00481569,0.00160523,0.00481569,0.00160523
151,70133.2,0.46,0.51381,0.24643,0.9147,0.90041,0.93437,0.58184,0.40851,0.43918,0.29099,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
152,70595.9,0.45276,0.5091,0.24636,0.91647,0.89904,0.93478,0.58166,0.40845,0.43901,0.29088,0.00448582,0.00149527,0.00448582,0.00149527,0.00448582,0.00149527,0.00448582,0.00149527
153,71058.6,0.45122,0.51758,0.24422,0.91665,0.89928,0.93478,0.58238,0.40849,0.43883,0.29174,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
154,71523.1,0.46231,0.52102,0.24917,0.91662,0.90074,0.93501,0.58311,0.4083,0.43888,0.2911,0.00416648,0.00138883,0.00416648,0.00138883,0.00416648,0.00138883,0.00416648,0.00138883
155,71986.2,0.46215,0.50642,0.25001,0.91752,0.90137,0.9359,0.58432,0.407,0.43938,0.29055,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
156,72449.1,0.44349,0.50089,0.24744,0.91833,0.90227,0.93672,0.5846,0.40668,0.43958,0.29021,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
157,72912.3,0.44009,0.50287,0.24329,0.91735,0.90427,0.93698,0.58511,0.40668,0.43892,0.29077,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
158,73388.8,0.44178,0.51064,0.23976,0.91628,0.90475,0.93683,0.58459,0.40591,0.44024,0.28933,0.00356061,0.00118687,0.00356061,0.00118687,0.00356061,0.00118687,0.00356061,0.00118687
159,73863.4,0.44752,0.49723,0.24181,0.91711,0.90501,0.93692,0.58494,0.406,0.4394,0.28992,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
160,74326.8,0.43609,0.50913,0.23833,0.91662,0.90547,0.93705,0.58565,0.40589,0.43856,0.28964,0.00327468,0.00109156,0.00327468,0.00109156,0.00327468,0.00109156,0.00327468,0.00109156
161,74790.2,0.44409,0.50056,0.23826,0.91543,0.90719,0.93757,0.58588,0.40541,0.43849,0.2892,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
162,75254.9,0.43297,0.49784,0.23677,0.91557,0.90854,0.93768,0.58585,0.40527,0.43847,0.2892,0.00300048,0.00100016,0.00300048,0.00100016,0.00300048,0.00100016,0.00300048,0.00100016
163,75718.5,0.43023,0.4928,0.23456,0.91523,0.90878,0.93802,0.58597,0.40514,0.43836,0.28893,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
164,76182.1,0.43046,0.49327,0.23192,0.91682,0.90852,0.93834,0.58626,0.40471,0.43808,0.28846,0.00273826,0.000912754,0.00273826,0.000912754,0.00273826,0.000912754,0.00273826,0.000912754
165,76645.1,0.42613,0.50346,0.23354,0.91442,0.90899,0.93781,0.58651,0.40482,0.43769,0.28851,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
166,77108.9,0.42552,0.48905,0.23796,0.91696,0.90951,0.93781,0.58736,0.40489,0.43798,0.28831,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
167,77572.1,0.42459,0.48752,0.23355,0.91619,0.90857,0.93771,0.5874,0.40449,0.43772,0.28787,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
168,78035.8,0.41805,0.48189,0.23254,0.91641,0.90796,0.93766,0.58761,0.40429,0.43738,0.28787,0.00225082,0.000750274,0.00225082,0.000750274,0.00225082,0.000750274,0.00225082,0.000750274
169,78499.8,0.4145,0.48339,0.22949,0.91498,0.90867,0.93756,0.58872,0.40455,0.43671,0.28931,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
170,78963.8,0.41268,0.48653,0.22862,0.9155,0.90857,0.93747,0.58876,0.40399,0.43649,0.28903,0.00202608,0.00067536,0.00202608,0.00067536,0.00202608,0.00067536,0.00202608,0.00067536
171,79428.9,0.32141,0.3909,0.22177,0.91605,0.909,0.93911,0.58943,0.40354,0.43614,0.28849,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
172,79893.5,0.31883,0.38706,0.21791,0.91606,0.909,0.93885,0.58994,0.40312,0.43624,0.28808,0.00181429,0.000604763,0.00181429,0.000604763,0.00181429,0.000604763,0.00181429,0.000604763
173,80357.5,0.31044,0.38556,0.21117,0.9162,0.90852,0.9387,0.59048,0.40318,0.43526,0.28826,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
174,80822.4,0.30973,0.38027,0.20936,0.91725,0.90978,0.93877,0.59163,0.40211,0.43554,0.28724,0.00161566,0.000538554,0.00161566,0.000538554,0.00161566,0.000538554,0.00161566,0.000538554
175,81286.4,0.30854,0.37865,0.20964,0.91926,0.90943,0.939,0.59246,0.40175,0.43501,0.28688,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
176,81750.7,0.30993,0.37769,0.21002,0.91891,0.90911,0.93866,0.5929,0.40236,0.43416,0.28766,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
177,82215.6,0.30157,0.37496,0.20595,0.91877,0.90797,0.93862,0.59337,0.40185,0.43479,0.28716,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
178,82681.3,0.30186,0.36934,0.20647,0.91975,0.90804,0.93922,0.59403,0.4015,0.43457,0.28711,0.00125866,0.000419552,0.00125866,0.000419552,0.00125866,0.000419552,0.00125866,0.000419552
179,83146,0.30326,0.37509,0.20524,0.92065,0.90847,0.93911,0.5947,0.4012,0.43421,0.28708,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
180,83610.4,0.30074,0.37386,0.2041,0.92124,0.90866,0.9391,0.59564,0.40126,0.4327,0.28779,0.00110063,0.000366877,0.00110063,0.000366877,0.00110063,0.000366877,0.00110063,0.000366877
181,84074.7,0.30246,0.37391,0.20397,0.92136,0.90915,0.94018,0.59606,0.40126,0.43177,0.28803,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
182,84539.5,0.29643,0.36762,0.20091,0.92125,0.90984,0.94035,0.59587,0.40102,0.43129,0.28766,0.000956474,0.000318825,0.000956474,0.000318825,0.000956474,0.000318825,0.000956474,0.000318825
183,85004.4,0.29577,0.36663,0.20198,0.92097,0.91082,0.94042,0.59654,0.40063,0.43096,0.28722,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
184,85469.2,0.29649,0.36879,0.20208,0.92106,0.91119,0.94072,0.5978,0.39971,0.4318,0.28653,0.000826322,0.000275441,0.000826322,0.000275441,0.000826322,0.000275441,0.000826322,0.000275441
185,85936.7,0.29367,0.36599,0.19967,0.9216,0.91069,0.94076,0.59829,0.3989,0.43239,0.28574,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
186,86402.3,0.28859,0.36409,0.19456,0.92191,0.91045,0.94097,0.59875,0.3984,0.43244,0.28497,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
187,86867.8,0.29185,0.36353,0.19816,0.92261,0.91029,0.94098,0.59912,0.39774,0.43216,0.28445,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
188,87333.2,0.29234,0.35948,0.1977,0.92198,0.91166,0.94027,0.59973,0.39677,0.43265,0.2839,0.000608541,0.000202847,0.000608541,0.000202847,0.000608541,0.000202847,0.000608541,0.000202847
189,87798,0.2915,0.3593,0.19782,0.92294,0.91106,0.94098,0.60105,0.39678,0.43151,0.28433,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
190,88263.8,0.28962,0.35726,0.19599,0.92292,0.91129,0.94088,0.60143,0.39636,0.4312,0.284,0.000521127,0.000173709,0.000521127,0.000173709,0.000521127,0.000173709,0.000521127,0.000173709
191,88728.9,0.28891,0.35726,0.1938,0.92531,0.91124,0.94085,0.6017,0.39569,0.43172,0.28251,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
192,89194.3,0.28972,0.35904,0.19614,0.924,0.91396,0.94111,0.60232,0.39555,0.43092,0.28305,0.000448149,0.000149383,0.000448149,0.000149383,0.000448149,0.000149383,0.000448149,0.000149383
193,89659.1,0.28477,0.35672,0.19203,0.92626,0.91352,0.94181,0.60372,0.39381,0.43103,0.28155,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
194,90124,0.28563,0.35561,0.19117,0.92585,0.91349,0.94111,0.60416,0.39347,0.42976,0.28104,0.00038968,0.000129893,0.00038968,0.000129893,0.00038968,0.000129893,0.00038968,0.000129893
195,90589,0.28381,0.35564,0.19087,0.9272,0.91361,0.94171,0.60537,0.39268,0.43021,0.28046,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
196,91054.7,0.28507,0.35753,0.19325,0.9276,0.91375,0.94191,0.60613,0.39187,0.42974,0.2797,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259,0.000345778,0.000115259
197,91519.8,0.28411,0.35691,0.18876,0.92713,0.91293,0.94195,0.60663,0.39127,0.42944,0.27909,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
198,91985.1,0.2832,0.35457,0.19186,0.92653,0.91375,0.94191,0.60733,0.39059,0.42902,0.27872,0.000316485,0.000105495,0.000316485,0.000105495,0.000316485,0.000105495,0.000316485,0.000105495
199,92450.6,0.28429,0.35361,0.19024,0.92597,0.91454,0.94189,0.60758,0.39009,0.42903,0.27809,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
200,92915.5,0.28264,0.35458,0.1904,0.92521,0.91353,0.94222,0.60847,0.38951,0.42877,0.27745,0.000301832,0.000100611,0.000301832,0.000100611,0.000301832,0.000100611,0.000301832,0.000100611
